Handle,Title,Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Price,Variant Barcode,Image Src,Gift Card,Google Shopping / Google Product Category,Variant Image,Variant Weight Unit,Status
copy-of-budweiser-12oz-can,Budweiser Zero,QUALITY BEVERAGE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"LAGER, NON-ALCOHOLIC, US",TRUE,Size,6pk 12oz bottles,PBQ1188S,1,9.99,'018200200397,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/GUEST_a93237e4-b931-4562-87fb-60e93e1b31d1.jpg?v=1635035655,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/GUEST_a93237e4-b931-4562-87fb-60e93e1b31d1.jpg?v=1635035655,lb,active
copy-of-budweiser-12oz-can,,,,,,,,12pk 12oz cans,PBQ2276S,0,16.99,'018200200380,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/bw0.jpg?v=1667935414,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/bw0.jpg?v=1667935414,lb,
blue-moon-haze-6pk-12oz-cans,Blue Moon Haze,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"PALE ALE, US",TRUE,Size,6pk 12oz cans,PBA1187S,0,8.99,'071990095987,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/GUEST_f6ea3f50-9020-494d-aeb2-fb1142016b94.jpg?v=1635034531,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/GUEST_f6ea3f50-9020-494d-aeb2-fb1142016b94.jpg?v=1635034531,lb,active
lunch-ipa,Maine Beer Company Lunch IPA,CRAFT BEER GUILD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, IPA, US",TRUE,Size,500ml bottle,PBC1186S,16,7.99,'705105321660,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/13376266502174.png?v=1640988585,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/13376266502174.png?v=1640988585,lb,active
downeast-blueberry,Downeast Blueberry,CRAFT BEER GUILD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CIDER, CRAFT, US",TRUE,Size,4pk 12oz can,PBC1185S,0,12.99,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/blueberry_345x345_2x_57403371-009c-4997-a340-cd3f26890259.png?v=1641753207,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/blueberry_345x345_2x_57403371-009c-4997-a340-cd3f26890259.png?v=1641753207,lb,active
copy-of-malibu-caribbean-coconut,Malibu Mango Caribbean Rum,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Rum",Rum,"BARBADOS, RUM",TRUE,Size,750ml,PRM1184S,1,16.99,'089540463087,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/ci-malibu-mango-rum-2bfbd1132c80d068.jpg?v=1634255471,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/ci-malibu-mango-rum-2bfbd1132c80d068.jpg?v=1634255471,lb,active
copy-of-yellow-tail-pinot-noir,Yellow Tail Red Sangria,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"AUSTRALIA, RED, SANGRIA",TRUE,Size,1.5 liter,PWM1183S,6,12.99,'839743001582,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/yellow-tail-sangria_1.jpg?v=1634254535,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/yellow-tail-sangria_1.jpg?v=1634254535,lb,active
copy-of-yellow-tail-chardonnay-1,Yellow Tail Pinot Noir,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"AUSTRALIA, PINOT NOIR, RED",TRUE,Size,1.5 liter,PWM1182S,9,12.99,'031259032658,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/yellow-tail-pinot-noir-1.5L.png?v=1634254225,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/yellow-tail-pinot-noir-1.5L.png?v=1634254225,lb,active
copy-of-yellow-tail-chardonnay,Yellow Tail Cabernet Sauvignon,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"AUSTRALIA, CABERNET SAUVIGNON, RED",TRUE,Size,1.5 liter,PWM1181S,3,12.99,'031259009469,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/yellow-tail-cabernet-1.5L_600x_28b2f53c-bab2-4f05-9130-c0d64cd480e0.png?v=1634253677,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/yellow-tail-cabernet-1.5L_600x_28b2f53c-bab2-4f05-9130-c0d64cd480e0.png?v=1634253677,lb,active
yellow-tail-chardonnay,Yellow Tail Chardonnay,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"AUSTRALIA, CHARDONNAY, WHITE",TRUE,Size,1.5 liter,PWM1180S,2,12.99,'031259008936,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/yellow-tail-chardonnay-1.5L.png?v=1634253149,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/yellow-tail-chardonnay-1.5L.png?v=1634253149,lb,active
copy-of-jose-cuervo-especial-gold-blue-agave,Jose Cuervo Especial Silver,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Tequila",Tequila,"MEXICO, TEQUILA",TRUE,Size,750ml,PTM1179S,18,25.99,'811538010856,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/jc1l.png?v=1665700115,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/12267691048990.png?v=1665700115,lb,active
copy-of-jose-cuervo-especial-gold-blue-agave,,,,,,,,375ml,PTM1580S,28,14.99,'811538010917,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/12267691048990.png?v=1665700115,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/jcba.png?v=1665700115,lb,
copy-of-jose-cuervo-especial-gold-blue-agave,,,,,,,,200ml,PTM1723S,50,8.99,'811538010931,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/image_18_514223da-47e5-4899-b5e6-90f772a8537b.png?v=1665700115,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/image_18_514223da-47e5-4899-b5e6-90f772a8537b.png?v=1665700115,lb,
copy-of-jose-cuervo-especial-gold-blue-agave,,,,,,,,50ml,PTM1724S,779,2.49,'811538010955,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/jcba.png?v=1665700115,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/jcnips.jpg?v=1665700105,lb,
copy-of-jose-cuervo-especial-gold-blue-agave,,,,,,,,1 liter,PTM2205S,12,27.99,'811538010825,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/jcnips.jpg?v=1665700105,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/jc1l.png?v=1665700115,lb,
ciroc-snap-frost,Ciroc Snap Frost,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Vodka",Vodka,"FRANCE, VODKA",TRUE,Size,750ml,PVM1178S,4,39.99,'088076161863,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/402770.jpg?v=1634248724,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/402770.jpg?v=1634248724,lb,active
copy-of-johnnie-walker-red-label,Johnnie Walker Double Black Blended Scotch Whisky,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"SCOTCH, SCOTLAND",TRUE,Size,750ml,PWM1176S,0,56.99,'088076177703,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/Johnnie-Walker-Double-Black-Label-Blended-Scotch-750-ml_1.png?v=1634247611,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/Johnnie-Walker-Double-Black-Label-Blended-Scotch-750-ml_1.png?v=1634247611,lb,active
macallan-12-year-old-scotch,The Macallan 12 Years Old Double Cask Single Malt Scotch Whisky,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"SCOTCH, SCOTLAND",TRUE,Size,750ml,PWM1175S,9,79.99,'812066021598,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/macob.12yov26.jpg?v=1634246477,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/macob.12yov26.jpg?v=1634246477,lb,active
macallan-12-year-old-scotch,,,,,,,,375ml,PWM2966S,12,49.99,'812066021840,,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/macob.12yov26.jpg?v=1634246477,lb,
copy-of-johnnie-walker-blue-label,Beefeater London Dry Gin,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Gin",Gin,"ENGLAND, GIN",TRUE,Size,750ml,PGM1174S,19,24.99,'089540333496,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/beefmaster.jpg?v=1634246132,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/beefmaster.jpg?v=1634246132,lb,active
copy-of-johnnie-walker-blue-label,,,,,,,,1 Liter,PGM2953S,9,31.99,'089540333489,,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/beefmaster.jpg?v=1634246132,lb,
johnnie-walker-blue-label,Johnnie Walker Blue Label Blended Scotch Whisky,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"SCOTCH, SCOTLAND",TRUE,Size,750ml,PWM1173S,16,249.99,'08810070052,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/blend_joh84.jpg?v=1634245419,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/blend_joh84.jpg?v=1634245419,lb,active
j-b-scotch,J & B Blended Scotch Whisky,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"SCOTCH, SCOTLAND",TRUE,Size,750ml,PWM1172S,45,25.99,'088110985042,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/14404631756830.png?v=1634244769,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/14404631756830.png?v=1634244769,lb,active
copy-of-chateau-de-valmer,Protos Verdejo,TOUTON,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"SPAIN, WHITE",TRUE,Size,750ml,PWT1171S,6,11.99,'015643509612,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/Protos_Verdejo.png?v=1634159158,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/Protos_Verdejo.png?v=1634159158,lb,active
chateau-de-valmer,Chateau De Valmer,TOUTON,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"BRUT, CHAMPAGNE, FRANCE, SPARKLING, WHITE",TRUE,Size,750ml,PWT1170S,0,14.99,'015643641633,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/11163653275678.png?v=1634157635,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/11163653275678.png?v=1634157635,lb,active
riverose-mediterranee-brut-prestige,Riverose Brut Prestige,TOUTON,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"BRUT, CHAMPAGNE, FRANCE, SPARKLING, WHITE",TRUE,Size,750ml,PWT1169S,1,13.99,'015643415333,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/veuve-ambal-rose-brut-rivarose-1712451.png?v=1634157073,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/veuve-ambal-rose-brut-rivarose-1712451.png?v=1634157073,lb,active
heidsieck-monopole-brut,Heidsieck Monopole Brut,TOUTON,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"BRUT, CHAMPAGNE, FRANCE, SPARKLING",TRUE,Size,750ml,PWT1168S,9,35.99,'011607800757,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/12217900892190.png?v=1634156518,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/12217900892190.png?v=1634156518,lb,active
white-claw-variety-pack-surge,White Claw Variety Pack Surge,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"HARD SELTZER, US",TRUE,Size,12pk 12oz cans,PBA1167S,4,19.99,'635985800804,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/white-claw-surge-variety-pack-12-cans-us.png?v=1634155112,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/white-claw-surge-variety-pack-12-cans-us.png?v=1634155112,lb,active
copy-of-groth-cabernet-sauvignon-1,Groth Chardonnay,RUBY WINES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"CHARDONNAY, US, WHITE",TRUE,Size,750ml,PWR1166S,0,29.99,'089541200902,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/GROTH_CHARD_bottle_1.jpg?v=1634153766,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/GROTH_CHARD_bottle_1.jpg?v=1634153766,lb,active
copy-of-groth-cabernet-sauvignon,Groth Sauvignon Blanc,RUBY WINES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"SAUVIGNON BLANC, US, WHITE",FALSE,Size,750ml,PWR1165S,0,21.99,'089541100912,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/8818876907550.png?v=1634153512,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/8818876907550.png?v=1634153512,lb,active
gg-pulp,Greater Good Pulp Daddy,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"IPA, US",TRUE,Size,4pk 16oz cans,PBA1164S,5,17.99,'680243994573,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/14882365964318.png?v=1634664098,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/14882365964318.png?v=1634664098,lb,active
bent-water-india-pale-ale,Bent Water Sluice Juice IPA,QUALITY BEVERAGE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"IPA, US",TRUE,Size,4pk 16oz cans,PBQ1163S,0,15.99,'855775006852,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/13138298798110.png?v=1635035033,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/13138298798110.png?v=1635035033,lb,active
cavit-sweet-red,Cavit Sweet Red,RUBY WINES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"ITALY, RED",TRUE,Size,750ml,PWR1162S,22,8.99,'086785212913,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/csred.png?v=1653168502,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/sweetred-bottole-shadow-2.png?v=1653168502,lb,active
cavit-sweet-red,,,,,,,,1.5 liter,PWR1638S,4,11.99,'086785212920,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/sweetred-bottole-shadow-2.png?v=1653168502,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/csred.png?v=1653168502,lb,
la-petit-perriere-sauvignon-blanc,Saget La Petit Perrière Sauvignon Blanc,RUBY WINES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"FRANCE, SAUVIGNON BLANC, WHITE",TRUE,Size,750ml,PWR1161S,0,12.99,'722358007578,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/download_5.jpg?v=1634340067,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/download_5.jpg?v=1634340067,lb,active
copy-of-smugglers-notch-maple-cream,Smugglers Notch Straight Bourbon,RUBY WINES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"US, WHISKEY",TRUE,Size,750ml,PWR1160S,1,49.99,'632930675227,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/13025487126558.png?v=1633741813,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/13025487126558.png?v=1633741813,lb,active
three-pears-pinot-grigio,Three Pears Pinot Grigio,RUBY WINES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"PINOT GRIGIO, US, WHITE",TRUE,Size,750ml,PWR1159S,0,10.99,'684530000145,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/20210526061856_file_60ae9110cb0a4_60ae91245ee99.jpg?v=1633741267,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/20210526061856_file_60ae9110cb0a4_60ae91245ee99.jpg?v=1633741267,lb,active
clos-du-val-chardonnay,Clos Du Val Chardonnay,RUBY WINES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"CHARDONNAY, US, WHITE",TRUE,Size,750ml,PWR1158S,1,29.99,'081761649523,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/14027957895198.png?v=1633737597,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/14027957895198.png?v=1633737597,lb,active
roscato-rosso-dolce,Roscato Rosso Dolce,RUBY WINES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"ITALY, RED, RED BLEND",TRUE,Size,750ml,PWR1157S,21,14.99,'086785110738,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/12151243735070.png?v=1633735000,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/12151243735070.png?v=1633735000,lb,active
smugglers-notch-maple-cream,Smugglers Notch Maple Cream,RUBY WINES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Liqueurs",Liqueurs,"CORDINAL, LIQUEUR, SCHNAPPS, US",TRUE,Size,750ml,PLR1156S,4,31.99,'611517506062,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/image_5.png?v=1633733700,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/image_5.png?v=1633733700,lb,active
copy-of-petit-cabernet-sauvignon,Ken Forrester Petit Chardonnay,RUBY WINES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"CHARDONNAY, SOUTH AFRICA, WHITE",TRUE,Size,750ml,PWR1155S,0,7.99,'683652001030,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/MayKqIr4RkKedV91ilerCw_pb_x960_3fe222aa-a925-4053-983c-009beb7cc65b.png?v=1633732045,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/MayKqIr4RkKedV91ilerCw_pb_x960_3fe222aa-a925-4053-983c-009beb7cc65b.png?v=1633732045,lb,active
canada-dry-cranberry-ginger-ale,Canada Dry Cranberry Ginger Ale,ZALL & SONS,"Food, Beverages & Tobacco > Beverages > Soda",Soda,,FALSE,Size,12oz can,PSZ1154S,0,1.25,'07813207,,FALSE,,,lb,active
canada-dry-blackberry-ginger-ale,Canada Dry Blackberry Ginger Ale,ZALL & SONS,"Food, Beverages & Tobacco > Beverages > Soda",Soda,,FALSE,Size,12oz can,PSZ1153S,0,1.00,'07811102,,FALSE,,,lb,active
copy-of-chateau-greysac-medoc,Ken Forrester Petit Cabernet Sauvignon,RUBY WINES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"CABERNET SAUVIGNON, RED, SOUTH AFRICA",TRUE,Size,750ml,PWR1152S,0,10.99,'683652001016,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/23a93e_11f1563b1e1a4cb1b42cb263eeb45fc1_mv2.jpg?v=1633730136,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/23a93e_11f1563b1e1a4cb1b42cb263eeb45fc1_mv2.jpg?v=1633730136,lb,active
chateau-greysac-medoc,Chateau Greysac Medoc,RUBY WINES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"FRANCE, RED",TRUE,Size,750ml,PWR1151S,0,26.99,'086785420127,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/chateau-greysac-medoc.png?v=1633729023,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/chateau-greysac-medoc.png?v=1633729023,lb,active
copy-of-bota-box-chardonnay,Bota Box Redvolution,MS WALKER,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"RED, RED BLEND, US",TRUE,Size,3 liter,PWM1150S,2,21.99,'082242016056,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/bota_box_redvolution_nv_3l.png?v=1634318616,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/bota_box_redvolution_nv_3l.png?v=1634318616,lb,active
copy-of-bota-box-chardonnay,,,,,,,,500ml,PWM1826S,5,5.99,'082242010832,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/bbred.jpg?v=1655856590,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/bbred.jpg?v=1655856590,lb,
